SoluteName                                                                                                                       , SoluteSMILES                                      , SolventName               , SolventSMILES              , delGsolv
butanal                                                                                                                          , C(CCC)=O                                          , water                     , O                          , -3.18
pentanal                                                                                                                         , C(CCCC)=O                                         , water                     , O                          , -3.03
benzaldehyde                                                                                                                     , C(C1=CC=CC=C1)=O                                  , water                     , O                          , -4.02
acetone                                                                                                                          , CC(=O)C                                           , water                     , O                          , -3.85
2-butanone                                                                                                                       , CC(CC)=O                                          , water                     , O                          , -3.64
cyclopentanone                                                                                                                   , C1(CCCC1)=O                                       , water                     , O                          , -4.68
2-pentanone                                                                                                                      , CC(CCC)=O                                         , water                     , O                          , -3.53
3-pentanone                                                                                                                      , CCC(CC)=O                                         , water                     , O                          , -3.41
2-hexanone                                                                                                                       , CC(CCCC)=O                                        , water                     , O                          , -3.29
"3,3-dimethylbutanone                                                                                                           ", CC(C(C)=O)(C)C                                    , water                     , O                          , -2.89
2-heptanone                                                                                                                      , CC(CCCCC)=O                                       , water                     , O                          , -3.04
4-heptanone                                                                                                                      , CCCC(CCC)=O                                       , water                     , O                          , -2.93
acetophenone                                                                                                                     , C(C)(=O)C1=CC=CC=C1                               , water                     , O                          , -4.58
5-nonanone                                                                                                                       , CCCCC(CCCC)=O                                     , water                     , O                          , -2.67
aceticacid                                                                                                                       , C(C)(=O)O                                         , water                     , O                          , -6.7
propanoicacid                                                                                                                    , C(CC)(=O)O                                        , water                     , O                          , -6.47
butanoicacid                                                                                                                     , C(CCC)(=O)O                                       , water                     , O                          , -6.36
pentanoicacid                                                                                                                    , C(CCCC)(=O)O                                      , water                     , O                          , -6.16
hexanoicacid                                                                                                                     , C(CCCCC)(=O)O                                     , water                     , O                          , -6.21
methylformate                                                                                                                    , COC=O                                             , water                     , O                          , -2.78
ethylformate                                                                                                                     , C(C)OC=O                                          , water                     , O                          , -2.65
methylacetate                                                                                                                    , COC(C)=O                                          , water                     , O                          , -3.32
methylpropanoate                                                                                                                 , COC(CC)=O                                         , water                     , O                          , -2.93
ethylacetate                                                                                                                     , C(C)OC(C)=O                                       , water                     , O                          , -3.1
methylbutanoate                                                                                                                  , COC(CCC)=O                                        , water                     , O                          , -2.83
propylacetate                                                                                                                    , C(CC)OC(C)=O                                      , water                     , O                          , -2.86
methylpentanoate                                                                                                                 , COC(CCCC)=O                                       , water                     , O                          , -2.57
butylacetate                                                                                                                     , C(CCC)OC(C)=O                                     , water                     , O                          , -2.55
methylhexanoate                                                                                                                  , COC(CCCCC)=O                                      , water                     , O                          , -2.49
pentylacetate                                                                                                                    , C(CCCC)OC(C)=O                                    , water                     , O                          , -2.45
ethylamine                                                                                                                       , C(C)N                                             , water                     , O                          , -4.5
dimethylamine                                                                                                                    , CNC                                               , water                     , O                          , -4.29
azetidine                                                                                                                        , N1CCC1                                            , water                     , O                          , -5.56
propylamine                                                                                                                      , C(CC)N                                            , water                     , O                          , -4.39
trimethylamine                                                                                                                   , CN(C)C                                            , water                     , O                          , -3.23
pyrrolidine                                                                                                                      , N1CCCC1                                           , water                     , O                          , -5.48
piperazine                                                                                                                       , N1CCNCC1                                          , water                     , O                          , -7.4
butylamine                                                                                                                       , C(CCC)N                                           , water                     , O                          , -4.29
diethylamine                                                                                                                     , C(C)NCC                                           , water                     , O                          , -4.07
N-methylpiperazine                                                                                                               , CN1CCNCC1                                         , water                     , O                          , -7.77
pentylamine                                                                                                                      , C(CCCC)N                                          , water                     , O                          , -4.1
"N,N'-dimethylpiperazine                                                                                                        ", CN1CCN(CC1)C                                      , water                     , O                          , -7.58
dipropylamine                                                                                                                    , C(CC)NCCC                                         , water                     , O                          , -3.66
pyridine                                                                                                                         , N1=CC=CC=C1                                       , water                     , O                          , -4.7
2-methylpyrazine                                                                                                                 , CC1=NC=CN=C1                                      , water                     , O                          , -5.57
aniline                                                                                                                          , NC1=CC=CC=C1                                      , water                     , O                          , -5.49
2-methylpyridine                                                                                                                 , CC1=NC=CC=C1                                      , water                     , O                          , -4.63
3-methylpyridine                                                                                                                 , CC=1C=NC=CC1                                      , water                     , O                          , -4.77
4-methylpyridine                                                                                                                 , CC1=CC=NC=C1                                      , water                     , O                          , -4.94
N-methylaniline                                                                                                                  , CNC1=CC=CC=C1                                     , water                     , O                          , -4.68
"2,4-dimethylpyridine                                                                                                           ", CC1=NC=CC(=C1)C                                   , water                     , O                          , -4.86
"2,5-dimethylpyridine                                                                                                           ", CC1=NC=C(C=C1)C                                   , water                     , O                          , -4.72
"2,6-dimethylpyridine                                                                                                           ", CC1=NC(=CC=C1)C                                   , water                     , O                          , -4.6
acetonitrile                                                                                                                     , C(C)#N                                            , water                     , O                          , -3.89
propionitrile                                                                                                                    , C(CC)#N                                           , water                     , O                          , -3.85
butanonitrile                                                                                                                    , C(CCC)#N                                          , water                     , O                          , -3.64
benzonitrile                                                                                                                     , C(C1=CC=CC=C1)#N                                  , water                     , O                          , -4.1
nitroethane                                                                                                                      , [N+](=O)([O-])CC                                  , water                     , O                          , -3.71
1-nitropropane                                                                                                                   , [N+](=O)([O-])CCC                                 , water                     , O                          , -3.34
2-nitropropane                                                                                                                   , [N+](=O)([O-])C(C)C                               , water                     , O                          , -3.14
1-nitrobutane                                                                                                                    , [N+](=O)([O-])CCCC                                , water                     , O                          , -3.08
nitrobenzene                                                                                                                     , [N+](=O)([O-])C1=CC=CC=C1                         , water                     , O                          , -4.12
2-methyl-1-nitrobenzene                                                                                                          , CC1=C(C=CC=C1)[N+](=O)[O-]                        , water                     , O                          , -3.59
methanethiol                                                                                                                     , CS                                                , water                     , O                          , -1.24
ethanethiol                                                                                                                      , C(C)S                                             , water                     , O                          , -1.3
1-propanethiol                                                                                                                   , C(CC)S                                            , water                     , O                          , -1.05
thiophenol                                                                                                                       , C1(=CC=CC=C1)S                                    , water                     , O                          , -2.55
dimethylsulfide                                                                                                                  , CSC                                               , water                     , O                          , -1.54
dimethyldisulfide                                                                                                                , CSSC                                              , water                     , O                          , -1.83
diethylsulfide                                                                                                                   , C(C)SCC                                           , water                     , O                          , -1.43
dipropylsulfide                                                                                                                  , C(CC)SCCC                                         , water                     , O                          , -1.27
thioanisole                                                                                                                      , C1(=CC=CC=C1)SC                                   , water                     , O                          , -2.73
allylalcohol                                                                                                                     , C(C=C)O                                           , water                     , O                          , -5.08
2-methoxyethanol                                                                                                                 , COCCO                                             , water                     , O                          , -6.77
2-methoxyethanamine                                                                                                              , COCCN                                             , water                     , O                          , -6.55
butenyne                                                                                                                         , C#CC=C                                            , water                     , O                          , 0.04
morpholine                                                                                                                       , N1CCOCC1                                          , water                     , O                          , -7.17
m-hydroxybenzaldehyde                                                                                                            , OC=1C=C(C=O)C=CC1                                 , water                     , O                          , -9.51
p-hydroxybenzaldehyde                                                                                                            , OC1=CC=C(C=O)C=C1                                 , water                     , O                          , -10.48
fluoromethane                                                                                                                    , FC                                                , water                     , O                          , -0.22
"1,1-difluoroethane                                                                                                             ", FC(C)F                                            , water                     , O                          , -0.11
fluorobenzene                                                                                                                    , FC1=CC=CC=C1                                      , water                     , O                          , -0.78
chloromethane                                                                                                                    , ClC                                               , water                     , O                          , -0.56
dichloromethane                                                                                                                  , ClCCl                                             , water                     , O                          , -1.36
chloroform                                                                                                                       , C(Cl)(Cl)Cl                                       , water                     , O                          , -1.07
chloroethane                                                                                                                     , ClCC                                              , water                     , O                          , -0.63
"1,1,1-trichloroethane                                                                                                          ", ClC(C)(Cl)Cl                                      , water                     , O                          , -0.25
"1,1,2-trichloroethane                                                                                                          ", ClC(CCl)Cl                                        , water                     , O                          , -1.95
1-chloropropane                                                                                                                  , ClCCC                                             , water                     , O                          , -0.27
2-chloropropane                                                                                                                  , ClC(C)C                                           , water                     , O                          , -0.25
chloroethene                                                                                                                     , ClC=C                                             , water                     , O                          , -0.59
3-chloropropene                                                                                                                  , ClCC=C                                            , water                     , O                          , -0.57
"Z-1,2-dichloroethene                                                                                                           ", Cl\C=C/Cl                                         , water                     , O                          , -1.17
"E-1,2-dichloroethene                                                                                                           ", Cl\C=C\Cl                                         , water                     , O                          , -0.76
trichloroethene                                                                                                                  , ClC=C(Cl)Cl                                       , water                     , O                          , -0.39
chlorobenzene                                                                                                                    , ClC1=CC=CC=C1                                     , water                     , O                          , -1.12
"1,2-dichlorobenzene                                                                                                            ", ClC1=C(C=CC=C1)Cl                                 , water                     , O                          , -1.36
"1,4-dichlorobenzene                                                                                                            ", ClC1=CC=C(C=C1)Cl                                 , water                     , O                          , -1.01
bromomethane                                                                                                                     , BrC                                               , water                     , O                          , -0.82
dibromomethane                                                                                                                   , BrCBr                                             , water                     , O                          , -2.11
bromoform                                                                                                                        , C(Br)(Br)Br                                       , water                     , O                          , -1.98
bromoethane                                                                                                                      , BrCC                                              , water                     , O                          , -0.7
1-bromopropane                                                                                                                   , BrCCC                                             , water                     , O                          , -0.56
2-bromopropane                                                                                                                   , BrC(C)C                                           , water                     , O                          , -0.48
1-bromobutane                                                                                                                    , BrCCCC                                            , water                     , O                          , -0.41
1-bromopentane                                                                                                                   , BrCCCCC                                           , water                     , O                          , -0.08
bromobenzene                                                                                                                     , BrC1=CC=CC=C1                                     , water                     , O                          , -1.46
p-dibromobenzene                                                                                                                 , BrC1=CC=C(C=C1)Br                                 , water                     , O                          , -2.3
bromotrifluoromethane                                                                                                            , BrC(F)(F)F                                        , water                     , O                          , 1.79
chlorofluoromethane                                                                                                              , ClCF                                              , water                     , O                          , -0.77
chlorodifluoromethane                                                                                                            , ClC(F)F                                           , water                     , O                          , -0.5
tetrafluoromethane                                                                                                               , FC(F)(F)F                                         , water                     , O                          , 3.16
"1-bromo-1-chloro-2,2,2-trifluoroethane                                                                                         ", BrC(C(F)(F)F)Cl                                   , water                     , O                          , -0.13
1-bromo-2-chloroethane                                                                                                           , BrCCCl                                            , water                     , O                          , -1.95
"1-bromo-1,2,2,2-tetrafluoroethane                                                                                              ", BrC(C(F)(F)F)F                                    , water                     , O                          , 0.52
tetrachloroethene                                                                                                                , ClC(=C(Cl)Cl)Cl                                   , water                     , O                          , 0.05
"1-chloro-2,2,2-trifluoroethane                                                                                                 ", ClCC(F)(F)F                                       , water                     , O                          , 0.06
"1,1,2-trichloro-1,2,2-trifluoroethane                                                                                          ", ClC(C(F)(F)Cl)(F)Cl                               , water                     , O                          , 1.77
"2,2,2-trifluoroethanol                                                                                                         ", FC(CO)(F)F                                        , water                     , O                          , -4.31
"1-chloro-2,2,2-trifluoroethyldifluoromethylether                                                                               ", ClC(C(F)(F)F)C(F)(F)OC(C(C(F)(F)F)Cl)(F)F         , water                     , O                          , 0.11
"1,1,1-trifluoropropan-2-ol                                                                                                     ", FC(C(C)O)(F)F                                     , water                     , O                          , -4.16
"1,1,1,3,3,3-hexafluoropropan-2-ol                                                                                              ", FC(C(C(F)(F)F)O)(F)F                              , water                     , O                          , -3.77
bis(2-chloroethyl)sulfide                                                                                                        , ClCCSCCCl                                         , water                     , O                          , -3.92
p-bromophenol                                                                                                                    , BrC1=CC=C(C=C1)O                                  , water                     , O                          , -7.13
ammonia                                                                                                                          , N                                                 , water                     , O                          , -4.29
water                                                                                                                            , O                                                 , water                     , O                          , -6.31
phosphine                                                                                                                        , P                                                 , water                     , O                          , 0.6
hydrogensulfide                                                                                                                  , S                                                 , water                     , O                          , -0.7
trimethylphosphate                                                                                                               , COP(=O)(OC)OC                                     , water                     , O                          , -8.7
triethylphosphate                                                                                                                , C(C)OP(=O)(OCC)OCC                                , water                     , O                          , -7.8
tripropylphosphate                                                                                                               , C(CC)OP(=O)(OCCC)OCCC                             , water                     , O                          , -6.1
diethyldisulfide                                                                                                                 , C(C)SSCC                                          , water                     , O                          , -1.63
piperidine                                                                                                                       , N1CCCCC1                                          , water                     , O                          , -5.11
N-methylmorpholine                                                                                                               , CN1CCOCC1                                         , water                     , O                          , -6.34
methylamine                                                                                                                      , CN                                                , water                     , O                          , -4.56
hydrazine                                                                                                                        , NN                                                , water                     , O                          , -6.26
2-ethylpyrazine                                                                                                                  , C(C)C1=NC=CN=C1                                   , water                     , O                          , -5.51
acetamide                                                                                                                        , C(C)(=O)N                                         , water                     , O                          , -9.71
1-octanol                                                                                                                        , C(CCCCCCC)O                                       , water                     , O                          , -4.09
octanal                                                                                                                          , C(CCCCCCC)=O                                      , water                     , O                          , -2.29
methyloctanoate                                                                                                                  , COC(CCCCCCC)=O                                    , water                     , O                          , -2.04
2-octanone                                                                                                                       , CC(CCCCCC)=O                                      , water                     , O                          , -2.88
methylbenzoate                                                                                                                   , COC(C1=CC=CC=C1)=O                                , water                     , O                          , -3.91
isopropylether                                                                                                                   , C(C)(C)OC(C)C                                     , water                     , O                          , -0.53
tetrahydropyran                                                                                                                  , O1CCCCC1                                          , water                     , O                          , -3.12
thiophene                                                                                                                        , S1C=CC=C1                                         , water                     , O                          , -1.42
ethylphenylether                                                                                                                 , C(C)OC1=CC=CC=C1                                  , water                     , O                          , -2.22
hydrogen                                                                                                                         , [H]                                               , water                     , O                          , 2.33
"1,1-dimethyl-3-phenylurea                                                                                                      ", CN(C(=O)NC1=CC=CC=C1)C                            , water                     , O                          , -9.63
9-methyladenine                                                                                                                  , CN1C2=NC=NC(=C2N=C1)N                             , water                     , O                          , -13.6
1-methylthymine                                                                                                                  , CN1C(=O)NC(=O)C(C)=C1                             , water                     , O                          , -10.4
hexafluoroethane                                                                                                                 , FC(C(F)(F)F)(F)F                                  , water                     , O                          , 3.94
octafluoropropane                                                                                                                , FC(C(C(F)(F)F)(F)F)(F)F                           , water                     , O                          , 4.28
"1,1,1,2-tetrachloroethane                                                                                                      ", ClC(CCl)(Cl)Cl                                    , water                     , O                          , -1.15
hexachloroethane                                                                                                                 , ClC(C(Cl)(Cl)Cl)(Cl)Cl                            , water                     , O                          , -1.4
2-chlorobutane                                                                                                                   , ClC(C)CC                                          , water                     , O                          , 0.07
1-chloropentane                                                                                                                  , ClCCCCC                                           , water                     , O                          , 0.07
2-chloropentane                                                                                                                  , ClC(C)CCC                                         , water                     , O                          , 0.07
chlorotoluene                                                                                                                    , ClCC1=CC=CC=C1                                    , water                     , O                          , -1.92
o-chlorotoluene                                                                                                                  , ClC1=C(C)C=CC=C1                                  , water                     , O                          , -1.15
"2,2'-dichlorobiphenyl                                                                                                          ", ClC1=C(C=CC=C1)C1=C(C=CC=C1)Cl                    , water                     , O                          , -2.73
"2,3-dichlorobiphenyl                                                                                                           ", ClC1=C(C=CC=C1Cl)C1=CC=CC=C1                      , water                     , O                          , -2.45
"2,2',3'-trichlorobiphenyl                                                                                                      ", ClC1=C(C=CC=C1)C1=C(C(=CC=C1)Cl)Cl                , water                     , O                          , -1.99
3-bromopropene                                                                                                                   , BrCC=C                                            , water                     , O                          , -0.86
1-bromo-isobutane                                                                                                                , BrCC(C)C                                          , water                     , O                          , -0.03
bromotoluene                                                                                                                     , BrCC1=CC=CC=C1                                    , water                     , O                          , -2.37
p-bromotoluene                                                                                                                   , BrC1=CC=C(C)C=C1                                  , water                     , O                          , -1.39
difluorodichloromethane                                                                                                          , FC(Cl)(Cl)F                                       , water                     , O                          , 1.69
fluorotrichloromethane                                                                                                           , FC(Cl)(Cl)Cl                                      , water                     , O                          , 0.82
bromotrichloromethane                                                                                                            , BrC(Cl)(Cl)Cl                                     , water                     , O                          , -0.93
"3,5-dibromo-4-hydroxybenzonitrile                                                                                              ", BrC=1C=C(C#N)C=C(C1O)Br                           , water                     , O                          , -9.0
"2,6-dichlorobenzonitrile                                                                                                       ", ClC1=C(C#N)C(=CC=C1)Cl                            , water                     , O                          , -5.22
"2,6-dichlorothiobenzamide                                                                                                      ", ClC1=C(C(=S)N)C(=CC=C1)Cl                         , water                     , O                          , -10.81
"4-amino-3,5,6-trichloropyridine-2-carboxylicacid                                                                               ", NC1=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl                    , water                     , O                          , -11.96
"diethyl2,4-dichlorophenylthiophosphate                                                                                         ", C(C)C=1C(=C(C(=C(C1)S=P([O-])([O-])[O-])Cl)CC)Cl  , water                     , O                          , -3.86
dimethyl4-nitrophenylthiophosphate                                                                                               , CC=1C(=C(C=CC1[N+](=O)[O-])S=P([O-])([O-])[O-])C  , water                     , O                          , -7.62
"dimethyl2,4,5-trichlorophenylthiophosphate                                                                                     ", CC1=C(C(=C(C(=C1S=P([O-])([O-])[O-])Cl)C)Cl)Cl    , water                     , O                          , -5.06
"dimethyl4-bromo-2,5-dichlorophenylthiophosphate                                                                                ", CC1=C(C(=C(C(=C1S=P([O-])([O-])[O-])Cl)C)Br)Cl    , water                     , O                          , -5.7
diethyl4-nitrophenylthiophosphonate                                                                                              , C(C)C=1C(=C(C=CC1[N+](=O)[O-])P([O-])([O-])=S)CC  , water                     , O                          , -6.27
ethyl4-cyanophenylphenylthiophosphonate                                                                                          , C(C)C=1C(=C(C=CC1)P([O-])([O-])=S)C1=CC=C(C=C1)C#N, water                     , O                          , -5.1
"3,4-dimethylpyridine                                                                                                           ", CC=1C=NC=CC1C                                     , water                     , O                          , -5.22
nitromethane                                                                                                                     , [N+](=O)([O-])C                                   , water                     , O                          , -3.95
"3,5-dimethylpyridine                                                                                                           ", CC=1C=NC=C(C1)C                                   , water                     , O                          , -4.84
